Date,Headline,Desc,Link,Ticker,Headline Sentiment,Desc Sentiment,Article Sentimenet
2022-05-14 19:31:34.779559,Can Livent Corporation (LTHM) Add Value To Your Portfolio?,"As of Friday close, Livent Corporation's (NYSE:LTHM) stock was up $2.93, 
moving up 12.50 percent to $26.37. The average number of shares traded per 
day over...",https://fostersleader.com/2022/05/14/can-livent-corporation-lthm-add-value-to-your-portfolio/,LTHM,0.34,0.3612,0.09769019607843138
2022-05-13 22:31:34.811564,Livent Corp (LTHM) Stock Falls -6.60% This Week; Should You Buy?,"Livent Corp (LTHM) stock has risen 56.71% over the last 12 months, and the 
average rating from Wall Street analysts is a Buy.",https://www.investorsobserver.com/news/stock-update/livent-corp-lthm-stock-falls-6-60-this-week-should-you-buy,LTHM,0.0,0.0,0.053200000000000004
2022-05-13 22:31:34.846553,Research Analysts Issue Forecasts for Livent Co.'s Q2 2022 Earnings (NYSE:LTHM),"Read Research Analysts Issue Forecasts for Livent Co.'s Q2 2022 Earnings 
(NYSE:LTHM) at Defense World.",https://www.defenseworld.net/2022/05/13/research-analysts-issue-forecasts-for-livent-co-s-q2-2022-earnings-nyselthm.html,LTHM,0.0,0.128,0.14619714285714283
2022-05-13 22:31:34.878909,B. Riley Brokers Raise Earnings Estimates for Livent Co. (NYSE:LTHM),"Livent Co. (NYSE:LTHM – Get Rating) – B. Riley boosted their Q2 2022 
earnings estimates for shares of Livent in a research note issued to 
investors on...",https://www.etfdailynews.com/2022/05/13/b-riley-brokers-raise-earnings-estimates-for-livent-co-nyselthm/,LTHM,0.0,0.5719,0.21302222222222222
2022-05-13 22:31:34.926917,Roll up the Sleeves! When the bell rang at previous close Livent Corporation (LTHM) was up 0.61%,"For the readers interested in the stock health of Livent Corporation 
(LTHM). It is currently valued at $23.24. When the transactions were called 
off in the...",https://investchronicle.com/2022/05/12/roll-up-the-sleeves-when-the-bell-rang-at-previous-close-livent-corporation-lthm-was-up-0-61/,LTHM,0.0,0.6808,0.3015047619047619
2022-05-12 22:31:34.971459,News Flash: Analysts Just Made A Huge Upgrade To Their Livent Corporation (NYSE:LTHM) Forecasts,"Shareholders in Livent Corporation ( NYSE:LTHM ) may be thrilled to learn 
that the analysts have just delivered a major...",https://finance.yahoo.com/news/news-flash-analysts-just-made-101232725.html,LTHM,0.3182,0.4404,0.15878679245283017
2022-05-12 22:31:35.004425,$194.77 Million in Sales Expected for Livent Co. (NYSE:LTHM) This Quarter,"Brokerages forecast that Livent Co. (NYSE:LTHM – Get Rating) will announce 
$194.77 million in sales for the current fiscal quarter, Zacks Investment...",https://www.etfdailynews.com/2022/05/12/194-77-million-in-sales-expected-for-livent-co-nyselthm-this-quarter/,LTHM,0.0,0.0,0.1644324324324324
2022-05-12 22:31:35.044435,Zacks: Brokerages Expect Livent Co. (NYSE:LTHM) Will Announce Quarterly Sales of $194.77 Million,"Read Zacks: Brokerages Expect Livent Co. (NYSE:LTHM) Will Announce 
Quarterly Sales of $194.77 Million at Defense World.",https://www.defenseworld.net/2022/05/12/zacks-brokerages-expect-livent-co-nyselthm-will-announce-quarterly-sales-of-194-77-million.html,LTHM,0.0,0.128,0.18187142857142855
2022-05-11 22:31:35.086242,Should Specialty Chemicals Stock Livent Corp (LTHM) Be in Your Portfolio Wednesday?,"The 67 rating InvestorsObserver gives to Livent Corp (LTHM) stock puts it 
near the top of the Special.",https://www.investorsobserver.com/news/stock-update/should-specialty-chemicals-stock-livent-corp-lthm-be-in-your-portfolio-wednesday-2,LTHM,0.0,0.5423,0.17730909090909092
2022-05-11 22:31:35.128496,Livent Corporation (LTHM) Upgraded Issued by Wall Street Gurus,"Livent Corporation (NYSE:LTHM) went down by -1.32% from its latest closing 
price compared to the recent 1-year high of $33.04. The company's stock 
price has...",https://newsheater.com/2022/05/11/livent-corporation-lthm-upgraded-issued-by-wall-street-gurus/,LTHM,0.0,0.0,0.3115
2022-05-14 20:31:36.138194,Pax Dollar (USDP): How Does the Chart Look Saturday?,"Pax Dollar receives a strong long-term technical score of 96 from 
InvestorsObserver's research based on historical trading pat.",https://www.investorsobserver.com/news/crypto-update/pax-dollar-usdp-how-does-the-chart-look-saturday,USDP,0.34,0.3612,0.25996111111111114
2022-05-13 22:31:36.179736,Myanmar Military’s Proxy Party Prepares for Junta’s Planned Election,"The Myanmar military's proxy Union Solidarity and Development Party (USDP) 
held its central executive committee meeting at its headquarters in the 
capital...",https://www.irrawaddy.com/news/burma/myanmar-militarys-proxy-party-prepares-for-juntas-planned-election.html,USDP,0.0,0.0,0.09092499999999999
2022-05-13 22:31:36.219803,Assassins kill over 1500 USDP members and supporters: USDP's chairman,"U Than Htay, chairman of the Union Solidarity and Development Party (USDP), 
told the BBC in an exclusive interview that more than 1500 USDP members 
and...",https://elevenmyanmar.com/news/assassins-kill-over-1500-usdp-members-and-supporters-usdps-chairman,USDP,0.0,0.128,-0.055581818181818184
2022-05-12 22:31:36.253037,What Does a Risk Analysis Say About Pax Dollar (USDP) Thursday?,"Pax Dollar achieves a low risk analysis based on InvestorsObserver 
research. The proprietary system gauges how m.",https://www.investorsobserver.com/news/crypto-update/what-does-a-risk-analysis-say-about-pax-dollar-usdp-thursday,USDP,0.0,0.5719,-0.12258181818181818
2022-05-12 22:31:36.295789,USD Partners (NYSE:USDP) Lowered to “Hold” at Zacks Investment Research,"Read USD Partners (NYSE:USDP) Lowered to “Hold” at Zacks Investment 
Research at ETF Daily News.",https://www.etfdailynews.com/2022/05/12/usd-partners-nyseusdp-lowered-to-hold-at-zacks-investment-research/,USDP,0.0,0.6808,0.14944137931034482
2022-05-11 22:31:36.346406,Pax Dollar (USDP) Up 0.07% Wednesday: What's Next?,"Pax Dollar (USDP) has been relatively less volatile than the crypto market 
according to a recent analysis of the market. So far Wednesday, the 
Stablecoins...",https://www.investorsobserver.com/news/crypto-update/pax-dollar-usdp-up-0-07-wednesday-whats-next,USDP,0.3182,0.4404,0.10362857142857143
2022-05-10 22:31:36.388319,Bullish-Rated Pax Dollar (USDP) Rises Tuesday to $1,"Pax Dollar (USDP) gets a bullish rating from InvestorsObserver Tuesday. The 
token is up 0.4% to $1 while the broader crypto market is up 1.1%.",https://www.investorsobserver.com/news/crypto-update/bullish-rated-pax-dollar-usdp-rises-tuesday-to-1,USDP,0.0,0.0,0.00834375
2022-05-10 22:31:36.444328,Pax Dollar (USDP): Does it Score Well on Long-Term Trading Metrics Monday?,"InvestorsObserver gives Pax Dollar a strong long-term technical score of 77 
from its research. The proprietary scoring system.",https://www.investorsobserver.com/news/crypto-update/pax-dollar-usdp-does-it-score-well-on-long-term-trading-metrics-monday,USDP,0.0,0.128,0.2621421052631579
2022-05-09 22:31:36.479232,Should USD Partners LP (USDP) Stock Be in Your Portfolio?,"USD Partners LP (USDP) is the highest overall rated company in the 
Railroads industry with an overall score of 88. USDP is up 4.81% so far 
this year after...",https://www.investorsobserver.com/news/stock-update/should-usd-partners-lp-usdp-stock-be-in-your-portfolio-4,USDP,0.0,0.5423,0.19168799999999997
2022-05-07 22:31:36.512928,Is Pax Dollar (USDP) a Good Investment Saturday?,"Pax Dollar receives a low risk rating from InvestorsObserver analysis. The 
proprietary scoring system analyzes h.",https://www.investorsobserver.com/news/crypto-update/is-pax-dollar-usdp-a-good-investment-saturday-2,USDP,0.0,0.0,-0.038860869565217386
2022-05-12 22:31:37.237310,Investors have a limited window left to buy Solid Power Inc. (SLDP),"Solid Power Inc. (SLDP) is priced at $6.59 after the most recent trading 
session. At the very opening of the session, the stock price was $6.24 and 
reached...",https://investchronicle.com/2022/05/12/investors-have-a-limited-window-left-to-buy-solid-power-inc-sldp/,SLDP,0.34,0.3612,0.2887594594594594
2022-05-12 22:31:37.282162,Can Solid Power Inc. (SLDP) Add Value To Your Portfolio?,"As of Wednesday close, Solid Power Inc.'s (NASDAQ:SLDP) stock was up $0.36, 
moving up 5.78 percent to $6.59. The average number of shares traded per 
day...",https://fostersleader.com/2022/05/12/can-solid-power-inc-sldp-add-value-to-your-portfolio/,SLDP,0.0,0.0,0.1850138888888889
2022-05-12 22:31:37.330350,Solid Power Inc. (SLDP): Skating on Thin Ice? We Know the Answer,"Solid Power Inc. (NASDAQ:SLDP) went up by 5.78% from its latest closing 
price compared to the recent 1-year high of $14.85. The company's stock 
price has...",https://newsheater.com/2022/05/12/solid-power-inc-sldp-skating-on-thin-ice-we-know-the-answer-2/,SLDP,0.0,0.128,0.23968518518518517
2022-05-11 22:31:37.364542,Solid Power reports 358% revenue growth in Q1,"Solid Power Inc., which makes solid-state batteries for electric vehicles, 
reported Wednesday that its earnings for the first quarter of 2022 were up 
358%...",https://www.dailycamera.com/2022/05/11/solid-power-reports-358-revenue-growth-in-q1,SLDP,0.0,0.5719,0.1894428571428572
2022-05-11 22:31:37.396552,"SOLID POWER, INC. Management's Discussion and Analysis of Financial Condition and Results of Operations (form 10-Q)","The following Management's Discussion and Analysis of Financial Condition 
and. Results of Operations should be read in conjunction with the 
consolidated",https://www.marketscreener.com/quote/stock/SOLID-POWER-INC-130552214/news/SOLID-POWER-INC-Management-s-Discussion-and-Analysis-of-Financial-Condition-and-Results-of-Operat-40395267/,SLDP,0.0,0.6808,0.21889263157894737
2022-05-10 22:31:37.431026,"Solid Power, Inc. Announces First Quarter 2022 Financial Results","Financial results and business update call scheduled for 5:00 PM ET 
todayReaffirms 2022 milestones and outlook LOUISVILLE, Colo., May 10, 2022 
(GLOBE...",https://finance.yahoo.com/news/solid-power-inc-announces-first-200500193.html,SLDP,0.3182,0.4404,0.1992902777777778
2022-05-09 22:31:37.473139,Analyzing Solid Power (NASDAQ:SLDP) & Advent Technologies (NASDAQ:ADN),"Read Analyzing Solid Power (NASDAQ:SLDP) & Advent Technologies (NASDAQ:ADN) 
at Defense World.",https://www.defenseworld.net/2022/05/09/analyzing-solid-power-nasdaqsldp-advent-technologies-nasdaqadn.html,SLDP,0.0,0.0,0.3044388888888889
2022-05-09 22:31:37.513141,Solid Power Inc (SLDP) Down 3.49% in Premarket Trading,"SLDP has an Overall Score of 64. Find out what this means to you and get 
the rest of the rankings on SLDP! See Full SLDP Report. SLDP stock closed 
at $7.46...",https://www.investorsobserver.com/news/stock-update/solid-power-inc-sldp-down-3-49-in-premarket-trading,SLDP,0.0,0.128,0.24826
2022-05-07 22:31:37.548420,Solid Power (NASDAQ:SLDP) vs. Polar Power (NASDAQ:POLA) Head-To-Head Analysis,"Read Solid Power (NASDAQ:SLDP) vs. Polar Power (NASDAQ:POLA) Head-To-Head 
Analysis at Defense World.",https://www.defenseworld.net/2022/05/07/solid-power-nasdaqsldp-vs-polar-power-nasdaqpola-head-to-head-analysis.html,SLDP,0.0,0.5423,0.2935833333333334
2022-05-07 22:31:37.580428,Solid Power (SLDP) to Release Quarterly Earnings on Tuesday,"Solid Power (NASDAQ:SLDP – Get Rating) is set to issue its quarterly 
earnings data after the market closes on Tuesday, May 10th.",https://www.defenseworld.net/2022/05/04/solid-power-sldp-to-release-quarterly-earnings-on-tuesday.html,SLDP,0.0,0.0,0.3112789473684211
